sample_id,source_hessian_file,sample_key,method_id,method_display_name,category,level_of_theory,atom_count,formula,mapped_nonisomeric_smiles,charge,spin,energy,hessian_shape,hessian_4d_shape,reference_hessian_shape,file_size_bytes,sha256,path,original_path
33,hessian_0.h5,002507cb64815682913f76bbf13e90a1,gfn2_xtb,GFN2-xTB,semiempirical,GFN2-xTB numerical Hessians,24,C12H10N2,[C:1]([c:2]1[c:3]([H:18])[n:4][c:5]2[c:6]([H:19])[c:7]([H:20])[c:8]([H:21])[c:9]([C:10]#[N:11])[c:12]2[c:13]1[C:14]([H:22])([H:23])[H:24])([H:15])([H:16])[H:17],0,0,-36.60169040687,72x72,,72x72,97280,a21e1a726e501b9d5f7c6ba763a643c9cc42353cdaec685673d5d0139e902660,hessians/semiempirical/gfn2_xtb/hessian_0_sample_00033.h5,results/hessians/xtb_gfn2/hessian_0_sample_33_xtb_gfn2.h5
35,hessian_0.h5,0028723809a658a1932e24a9e8e0475b,gfn2_xtb,GFN2-xTB,semiempirical,GFN2-xTB numerical Hessians,15,C7H6BN,[b:1]1[c:2]([C:7]#[C:8][C:9]([H:13])([H:14])[H:15])[c:3]([H:10])[n:4][c:5]([H:11])[c:6]1[H:12],0,0,-22.06788569164,45x45,,45x45,46736,65aaf210657b7118f256bb170c222afe2ebb64a2d9f42111e9588f8dc83acbc8,hessians/semiempirical/gfn2_xtb/hessian_0_sample_00035.h5,results/hessians/xtb_gfn2/hessian_0_sample_35_xtb_gfn2.h5
67,hessian_0.h5,0044176590155a78b7dd9262c0d56a42,gfn2_xtb,GFN2-xTB,semiempirical,GFN2-xTB numerical Hessians,18,C6H8N2O2,[C:1]([C:2]([O:6][C:9](=[O:10])[C:11]1=[C:12]([H:14])[C:15]([H:17])([H:18])[N:16]=[N:13]1)([H:7])[H:8])([H:3])([H:4])[H:5],0,0,-30.84475264485,54x54,,54x54,60992,1c31e69e3c2651a94fd34c71350cef600eab1b7ec647308aac859f6c91bea17c,hessians/semiempirical/gfn2_xtb/hessian_0_sample_00067.h5,results/hessians/xtb_gfn2/hessian_0_sample_67_xtb_gfn2.h5
220,hessian_0.h5,00eba27f305a5896aa01d763ba3114ed,gfn2_xtb,GFN2-xTB,semiempirical,GFN2-xTB numerical Hessians,8,C4H2BO,[B:1]1=[C-:2][C:3](=[O:4])[C:5]([H:7])=[C:6]1[H:8],-1,0,-14.84462153857,24x24,,24x24,23552,a7c0e791c353ab3fed7dcb0c41186fe14be46d709cf7b9e98e2a1768bfbda96b,hessians/semiempirical/gfn2_xtb/hessian_0_sample_00220.h5,results/hessians/xtb_gfn2/hessian_0_sample_220_xtb_gfn2.h5
316,hessian_0.h5,015c245aa8b8526dae04e673589ee870,gfn2_xtb,GFN2-xTB,semiempirical,GFN2-xTB numerical Hessians,12,C6H2BrFN2,[N:1]#[C:2][c:3]1[n:4][c:5]([H:11])[c:6]([F:7])[c:8]([H:12])[c:9]1[Br:10],0,0,-28.46438096715,36x36,,36x36,35072,6e800f34c8c8499958a8f80117b259cf9f53ff5166f5d91dbb82b48f8a12e7a6,hessians/semiempirical/gfn2_xtb/hessian_0_sample_00316.h5,results/hessians/xtb_gfn2/hessian_0_sample_316_xtb_gfn2.h5
1229,hessian_0.h5,051f9404b7905362a28d016c604c7174,gfn2_xtb,GFN2-xTB,semiempirical,GFN2-xTB numerical Hessians,10,CH4FNO2Si,[C:1](=[O:2])([N:3]([Si:4]([H:8])([H:9])[H:10])[H:7])[O:5][F:6],0,0,-21.64638266244,30x30,,30x30,28736,fe40c9c86c94f9ab6e56260a48918034d40dfc558daf55e8480c6ad62ba4d2eb,hessians/semiempirical/gfn2_xtb/hessian_0_sample_01229.h5,results/hessians/xtb_gfn2/hessian_0_sample_1229_xtb_gfn2.h5
3860,hessian_0.h5,0fea7dc174005204b18f47830ca20905,gfn2_xtb,GFN2-xTB,semiempirical,GFN2-xTB numerical Hessians,5,H4Si,[Si:1]([H:2])([H:3])([H:4])[H:5],0,0,-3.76306604715,15x15,,15x15,18184,3393a7667c9275e7a55b487fee5f472382bd4e6835c86af4b004cb617bbc1860,hessians/semiempirical/gfn2_xtb/hessian_0_sample_03860.h5,results/hessians/xtb_gfn2/hessian_0_sample_3860_xtb_gfn2.h5
47783,hessian_0.h5,c5fbf1f07e8c5eb1934fdd4cfc6b0b05,gfn2_xtb,GFN2-xTB,semiempirical,GFN2-xTB numerical Hessians,3,B2S,[B:1]1=[B:2][S:3]1,0,0,-5.5284305833,9x9,,9x9,13272,11f829cfe73d33aea49544544d7b9b9e7d5defc431ea5d2023ae61eddde8c467,hessians/semiempirical/gfn2_xtb/hessian_0_sample_47783.h5,results/hessians/xtb_gfn2/hessian_0_sample_47783_xtb_gfn2.h5
0,hessian_0.h5,0001501ab3b953a8867580f1af25aa7f,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,35,C14H18O3,[H:1][C:2]([C:3]1([O:6][H:9])[C:7]2([H:12])[C:10]([H:13])([H:14])[C:11]2([H:16])[C:15]2([H:17])[C:8]1([H:32])[C:29]([H:30])([H:31])[C:24]1=[C:27]([C:28]([H:33])([H:34])[H:35])[C:25](=[O:26])[O:23][C:20]1([H:22])[C:18]2([H:19])[H:21])([H:4])[H:5],0,0,-770.54793630613,105x105,,105x105,192888,54a85352e4a2346056b15218836a0835b7a1b2753fc2d424756e4cdb1ee5c7a4,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00000.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_0_orca_wb97m_d4_def2_qzvppd.h5
4,hessian_0.h5,00041d43a3845e7ebd4956ae7cd60d92,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,40,C17H19N3O,[C:1]([c:2]1[c:3]([H:5])[c:6]([H:7])[c:8]([C:9]([O:11][c:14]2[n:15][c:17]3[c:18]([c:20]([H:22])[c:16]2[C:23]([H:32])([H:33])[H:34])[c:21]([C:24]([H:35])([H:36])[H:37])[n:25][n:19]3[C:26]([H:38])([H:39])[H:40])([H:12])[H:13])[c:10]([H:27])[c:4]1[H:28])([H:29])([H:30])[H:31],0,0,-899.394231332986,120x120,,120x120,246888,1f0087821a58eac58b3fdbcc9928fe0eff11fe65d2ac80ba071e8b7069983c62,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00004.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_4_orca_wb97m_d4_def2_qzvppd.h5
9,hessian_0.h5,0009dae6f0515e3a81cc8ada917f4fbb,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,32,C8H18O5Si,[C:1]([C:2]([O:3][Si:4]([C:5]([C:6](=[O:7])[O:8][H:22])([H:20])[H:21])([O:9][C:10]([C:11]([H:25])([H:26])[H:27])([H:23])[H:24])[O:12][C:13]([C:14]([H:30])([H:31])[H:32])([H:28])[H:29])([H:18])[H:19])([H:15])([H:16])[H:17],0,0,-982.03672318247,96x96,,96x96,163944,86be58a79859a71858245cf7b94f463f4fe562057cfaa5c7161466fc24924dca,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00009.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_9_orca_wb97m_d4_def2_qzvppd.h5
11,hessian_0.h5,000a87a04e015bbba8711c2502c9e1a0,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,28,C11H13NO3,[H:1][C:2]([O:3][C:6](=[O:7])[C:8]1([H:9])[C:10]([H:12])([H:13])[N:14]([C:15]([H:26])([H:27])[H:28])[c:16]2[c:17]([H:19])[c:20]([H:21])[c:22]([H:23])[c:24]([H:25])[c:18]2[O:11]1)([H:4])[H:5],0,0,-707.925251259379,84x84,,84x84,129384,72b3d41442322b9f23135a3105f5ed79130a479c6e2e22d4d4f6bbc72d3060c5,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00011.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_11_orca_wb97m_d4_def2_qzvppd.h5
16,hessian_0.h5,000fd7eca6e55443802738cca9447985,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,25,C10H11ClFNO,[C:1]([N:2]([C:3](=[O:5])[C:6]([c:7]1[c:10]([H:12])[c:13]([H:14])[c:15]([F:16])[c:17]([Cl:18])[c:11]1[H:19])([H:8])[H:9])[C:4]([H:23])([H:24])[H:25])([H:20])([H:21])[H:22],0,0,-1078.230208560007,75x75,,75x75,104472,0149f760b5066939fbd27fb997bc7b7ff0ff37a08abace6a82807de9d5d76943,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00016.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_16_orca_wb97m_d4_def2_qzvppd.h5
26,hessian_0.h5,001c62a118f7533b8c59b976f9c7d3d2,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,20,C6H8N6,[C:1]([c:2]1[n:3][c:4]([N:5]([H:16])[H:17])[n:6][c:7]2[n:8][n:9][n:10]([C:11]([H:18])([H:19])[H:20])[c:12]12)([H:13])([H:14])[H:15],0,0,-562.361586925463,60x60,,60x60,72072,7628b269d1928fc384c0905d1b6d722f5e883f5cd77888ab5fe116f254009c8d,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00026.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_26_orca_wb97m_d4_def2_qzvppd.h5
27,hessian_0.h5,001d1c065d31514eba015eb557376d4b,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,30,C9H15N3O2Si,[C:1]([C:2](=[O:3])[c:4]1[n:5][c:6]([O:11][Si:12]([C:13]([H:22])([H:23])[H:24])([C:14]([H:25])([H:26])[H:27])[C:15]([H:28])([H:29])[H:30])[n:7][c:8]([H:19])[c:9]1[N:10]([H:20])[H:21])([H:16])([H:17])[H:18],0,0,-956.838210932761,90x90,,90x90,146088,b2776084581ef99baa4de24befa83d7abf6e613fa214b0a2a959f343cfb785fb,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00027.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_27_orca_wb97m_d4_def2_qzvppd.h5
29,hessian_0.h5,002124d934285e469369dde8b01bf6e5,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,44,C12H26ClOPSSi2,[C:1]([C:2](=[C:3]=[C:4]([O:5][C:6]([H:23])([H:24])[H:25])[P:7](=[S:8])([C:9]([Si:10]([C:11]([H:27])([H:28])[H:29])([C:12]([H:30])([H:31])[H:32])[C:13]([H:33])([H:34])[H:35])([Si:14]([C:15]([H:36])([H:37])[H:38])([C:16]([H:39])([H:40])[H:41])[C:17]([H:42])([H:43])[H:44])[H:26])[Cl:18])[H:22])([H:19])([H:20])[H:21],0,0,-2327.709359181553,132x132,,132x132,295336,eb9ad217857c68da403b8398510cc1c510cf2d66f9649be53d491c04b68d333d,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00029.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_29_orca_wb97m_d4_def2_qzvppd.h5
31,hessian_0.h5,0022893bf54c5d69b2f96b3cf91b343d,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,22,C6H13FNO,[C:1]([N+:2]1([H:13])[C:3]([H:14])([H:15])[C:4]([H:16])([H:17])[C:5]([F:6])([H:18])[C:7]([O:8][H:20])([H:19])[C:9]1([H:21])[H:22])([H:10])([H:11])[H:12],1,0,-466.377593796202,66x66,,66x66,84168,599986082935bd3b611f5adbda7f4217d937a7095021ab81fa53541d3cf65e17,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00031.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_31_orca_wb97m_d4_def2_qzvppd.h5
33,hessian_0.h5,002507cb64815682913f76bbf13e90a1,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,24,C12H10N2,[C:1]([c:2]1[c:3]([H:18])[n:4][c:5]2[c:6]([H:19])[c:7]([H:20])[c:8]([H:21])[c:9]([C:10]#[N:11])[c:12]2[c:13]1[C:14]([H:22])([H:23])[H:24])([H:15])([H:16])[H:17],0,0,-573.220326768946,72x72,,72x72,97416,6e9c9142048a133b9adb2b35c7eac4dcf23c9a59796f38a4a7fea71b8e5d218e,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00033.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_33_orca_wb97m_d4_def2_qzvppd.h5
35,hessian_0.h5,0028723809a658a1932e24a9e8e0475b,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,15,C7H6BN,[b:1]1[c:2]([C:7]#[C:8][C:9]([H:13])([H:14])[H:15])[c:3]([H:10])[n:4][c:5]([H:11])[c:6]1[H:12],0,0,-350.091136575194,45x45,,45x45,46872,77ae32a7afe49fa61687f51c39a8cca011fa8af967edadc9142f7694a433c7ed,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00035.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_35_orca_wb97m_d4_def2_qzvppd.h5
37,hessian_0.h5,002ca27674e05dd2aea09939e2ea55e1,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,20,C9H7ClN2S,[Cl:1][c:2]1[n:3][c:5]([C:6]([c:8]2[c:11]([H:14])[c:13]([H:16])[c:15]([H:18])[c:17]([H:19])[c:12]2[H:20])([H:9])[H:10])[n:7][s:4]1,0,0,-1315.553239862928,60x60,,60x60,72072,06b51b0261d320673504232c6468fc1e8d8f50cc1583391c7a1b3a8d2b5095dc,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00037.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_37_orca_wb97m_d4_def2_qzvppd.h5
38,hessian_0.h5,002d2c5b7dd55a838046bf935d51781e,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,32,C10H13BrN2O4S2,[O:1]=[S:2](=[O:3])([N:4]([S:6](=[O:8])(=[O:9])[N:10]1[C:11]([H:13])([H:14])[C:15]([H:16])([H:17])[c:18]2[c:19]([H:21])[c:22]([H:23])[c:24]([Br:25])[c:26]([H:27])[c:20]2[C:12]1([H:28])[H:29])[H:7])[C:5]([H:30])([H:31])[H:32],0,0,-4170.600443169636,96x96,,96x96,163944,ba8a969c673ab9afebe535cc5e588a30a1adeb190ade72bc0461280cdeada307,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00038.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_38_orca_wb97m_d4_def2_qzvppd.h5
39,hessian_0.h5,002de88834ca5a90aa95a1c807d9c3a7,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,24,C10H9ClN2O2,[C:1]([O:2][C:3](=[O:4])[n:5]1[n:6][c:8]([C:9]([H:22])([H:23])[H:24])[c:10]2[c:7]1[c:16]([H:18])[c:15]([H:17])[c:12]([Cl:14])[c:11]2[H:13])([H:19])([H:20])[H:21],0,0,-1107.190854457649,72x72,,72x72,97416,80902efcc47c5050fc5519f24b72b886e826726897cab5b0218ca5ecea3dd59b,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00039.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_39_orca_wb97m_d4_def2_qzvppd.h5
40,hessian_0.h5,002e7c0f265359448bd1cd69afe866a2,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,34,C15H14ClN3O,[O:1]=[c:2]1[c:3]([Cl:5])[c:6]([C:7]([H:29])([H:30])[H:31])[n:8]([H:9])[c:10]2[n:4]1[n:15][c:13]([C:14]([c:16]1[c:19]([H:21])[c:22]([H:23])[c:24]([H:25])[c:26]([H:27])[c:20]1[H:28])([H:17])[H:18])[c:11]2[C:12]([H:32])([H:33])[H:34],0,0,-1280.389025496901,102x102,,102x102,182952,18a4dea3cd96024b070274d07f086f8f2bf21e5244042ff2e81c640ad7dbad3a,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00040.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_40_orca_wb97m_d4_def2_qzvppd.h5
56,hessian_0.h5,003a984206be5840b2277c37bfcedc59,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,15,C5H8F2,[C:1]([C:2]1([H:11])[C:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C:5]1([F:6])[F:7])([H:8])([H:9])[H:10],0,0,-395.271853981369,45x45,,45x45,46872,e0b8eb24100c66cadc9005ab6c6ea98b3aa0588d796f6234ea67000de9bd9918,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00056.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_56_orca_wb97m_d4_def2_qzvppd.h5
59,hessian_0.h5,003e75abc0425c64969d7bd698e6456e,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,46,C19H25BrO,[C:1]([O:2][C:3]1([H:25])[C:4]([H:26])([H:27])[C:5]2([H:28])[C:6]([H:29])([H:30])[C:7]([Br:8])([H:31])[C:9]([H:32])([H:33])[C:10]2([H:34])[C:11]2([H:35])[C:12]([H:36])([H:37])[C:13]([H:38])([H:39])[c:14]3[c:15]([H:40])[c:16]([C:17]([H:41])([H:42])[H:43])[c:18]([H:44])[c:19]([H:45])[c:20]3[C:21]12[H:46])([H:22])([H:23])[H:24],0,0,-3387.163248420809,138x138,,138x138,321352,5c2adc6163fae01e674d02d4d0cb198db34ab2d209451c54eeb101494624af8d,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00059.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_59_orca_wb97m_d4_def2_qzvppd.h5
67,hessian_0.h5,0044176590155a78b7dd9262c0d56a42,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,18,C6H8N2O2,[C:1]([C:2]([O:6][C:9](=[O:10])[C:11]1=[C:12]([H:14])[C:15]([H:17])([H:18])[N:16]=[N:13]1)([H:7])[H:8])([H:3])([H:4])[H:5],0,0,-493.707025525136,54x54,,54x54,61128,10f27024930a7fd0c81203ed6af051450eb45a29cb0c8806a08b529021c5e8f4,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00067.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_67_orca_wb97m_d4_def2_qzvppd.h5
77,hessian_0.h5,0049a5a715945177b6552c159f98743d,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,18,C8H6ClFNO,[C:1]([C:2](=[O:3])[N-:4][c:5]1[c:6]([H:16])[c:7]([H:17])[c:8]([H:18])[c:9]([Cl:10])[c:11]1[F:12])([H:13])([H:14])[H:15],-1,0,-999.008218954375,54x54,,54x54,61128,078372477baee33137e51129ebb3a6df42f6b07dced3a6714f98092eabd95596,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00077.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_77_orca_wb97m_d4_def2_qzvppd.h5
78,hessian_0.h5,004be756253b56578c22bf5af8098f34,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,40,C13H25PS,[S:1]=[P:2]([C:3]1([H:6])[C:7]([H:9])([H:10])[C:11]([H:12])([H:13])[C:14]([H:15])([H:16])[C:17]([H:18])([H:19])[C:8]1([H:20])[H:21])([C:4]1([H:22])[C:23]([H:25])([H:26])[C:27]([H:28])([H:29])[C:30]([H:31])([H:32])[C:33]([H:34])([H:35])[C:24]1([H:36])[H:37])[C:5]([H:38])([H:39])[H:40],0,0,-1250.551590361348,120x120,,120x120,246888,16e7621dcfebeaa1e0b7c6fdd00d122ab7254e8b218b14996e24aff9bc3e0697,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00078.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_78_orca_wb97m_d4_def2_qzvppd.h5
81,hessian_0.h5,0051adb41e6a5d368ec49c0d427d70f6,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,38,C13H17N3O4S,[C:1]([c:2]1[c:3]([H:25])[c:4]([H:26])[c:5]([H:27])[n:6][c:7]1[S:8](=[O:9])(=[O:10])[N:11]1[C:12]([H:28])([H:29])[C:13]([H:30])([H:31])[C:14](=[O:15])[N:16]([H:32])[C:17]([H:33])([H:34])[C:18]12[C:19]([H:35])([H:36])[O:20][C:21]2([H:37])[H:38])([H:22])([H:23])[H:24],0,0,-1369.693190615559,114x114,,114x114,224424,2aa012f00a6a6fc0d740d0d959e09184ce86f68ba42043645f339f25a624070a,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00081.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_81_orca_wb97m_d4_def2_qzvppd.h5
88,hessian_0.h5,0056a409c05b5feb96bd58d7242f2a67,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,36,C14H16NO5,[C:1]([C:2]1=[C:3]([C:4]([H:24])([H:25])[H:26])[C:5](=[O:6])[C:7]2([H:27])[C:8]3([H:28])[C:9](=[C:10]([C:11]([H:29])([H:30])[H:31])[O-:12])[C:13](=[O:14])[N:15]([H:32])[C:16]3([H:33])[O:17][C:18]2([O:19][H:34])[C:20]1([H:35])[H:36])([H:21])([H:22])[H:23],-1,0,-974.795670725537,108x108,,108x108,203112,957c38f162243f031667a9d4080e6c12ea0bf63bdc18eed316c5e4002f8a4ed4,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00088.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_88_orca_wb97m_d4_def2_qzvppd.h5
92,hessian_0.h5,005a0d1991a15591823ee24e311d5e9c,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,16,C7H3FN2O2S,[N:1]#[C:2][S:3][c:4]1[c:5]([H:8])[c:7]([H:10])[c:9]([H:12])[c:11]([F:13])[c:6]1[N+:14](=[O:15])[O-:16],0,0,-1026.922226553678,48x48,,48x48,51336,fade2b83d8a1fad9fe0c35646ed96df1c9bf4329cc48e7be6ed6ce1201855b24,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00092.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_92_orca_wb97m_d4_def2_qzvppd.h5
160,hessian_0.h5,00973ff0c86d56dab54ccbda2337682c,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,49,C15H30O3Si,[C:1]([C:2]([C:3]([C:4]([C:5]([C:6]([C:7]([C:8](=[C:9]([C:10]([H:35])([H:36])[H:37])[H:34])[H:33])([O:11][C:12](=[O:13])[C:14]([H:38])([H:39])[H:40])[H:32])([O:15][Si:16]([C:17]([H:41])([H:42])[H:43])([C:18]([H:44])([H:45])[H:46])[C:19]([H:47])([H:48])[H:49])[H:31])([H:29])[H:30])([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])([H:20])([H:21])[H:22],0,0,-1105.552841256964,147x147,,147x147,362536,9fee7394006e9f9d5c85d3398b060541904dd81b85019454a02b0747a9bcc32f,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00160.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_160_orca_wb97m_d4_def2_qzvppd.h5
220,hessian_0.h5,00eba27f305a5896aa01d763ba3114ed,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,8,C4H2BO,[B:1]1=[C-:2][C:3](=[O:4])[C:5]([H:7])=[C:6]1[H:8],-1,0,-253.749265800094,24x24,,24x24,23688,6adbf104a321f35de07b76f8a2e137378e56ad70ac97c869d4efcb5346983cd9,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00220.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_220_orca_wb97m_d4_def2_qzvppd.h5
245,hessian_0.h5,010ae2322182534fa8f29aac804f895c,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,14,C5H6N2O,[C:1]([c:2]1[c:3]([H:12])[n:4][n:5][c:6]([O:7][H:13])[c:8]1[H:14])([H:9])([H:10])[H:11],0,0,-379.118135588622,42x42,,42x42,42696,ae7ecc2cee76b7ffdac487aa422e67033ba05cf12668868fa1392ac2ab186904,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00245.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_245_orca_wb97m_d4_def2_qzvppd.h5
